Reference,Full Reference,Experiment Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Kessel et al 2000,"Van Kessel C, Nitschelm J, Horwath WR, Harris D, Walley F, Lüscher A, Hartwig U (2000) Carbon-13 input and turn-over in a pasture soil exposed to long-term elevated atmospheric CO2. Global Change Biology 6:123–135
",SwissFACE_trifolium2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Kessel et al 2000,"Van Kessel C, Nitschelm J, Horwath WR, Harris D, Walley F, Lüscher A, Hartwig U (2000) Carbon-13 input and turn-over in a pasture soil exposed to long-term elevated atmospheric CO2. Global Change Biology 6:123–135
",SwissFACE_trifolium2_cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Kessel et al 2000,"Van Kessel C, Nitschelm J, Horwath WR, Harris D, Walley F, Lüscher A, Hartwig U (2000) Carbon-13 input and turn-over in a pasture soil exposed to long-term elevated atmospheric CO2. Global Change Biology 6:123–135
",SwissFACE_trifolium2_f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Kessel et al 2006,"van Kessel, C., Boots, B., DE Graaff, M. A., Harris, D., Blum, H., & Six, J. (2006). Total soil C and N sequestration in a grassland following 10 years of free air CO2 enrichment. Global Change Biology 12: 2187-2199.",SwissFACE_lolium/trifolium2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Kessel et al 2006,"van Kessel, C., Boots, B., De Graaff, M. A., Harris, D., Blum, H., & Six, J. (2006). Total soil C and N sequestration in a grassland following 10 years of free air CO2 enrichment. Global Change Biology 12: 2187-2199.",SwissFACE_lolium2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Kessel et al 2006,"van Kessel, C., Boots, B., DE Graaff, M. A., Harris, D., Blum, H., & Six, J. (2006). Total soil C and N sequestration in a grassland following 10 years of free air CO2 enrichment. Global Change Biology 12: 2187-2199.",SwissFACE_trifolium2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Van Kleunen et al., 2006","Van Kleunen et al., 2006. [CO2]- and denstity-dependant competition between grassland species. Global Change Biology 12, 2175-2186.",SwissFACE_bromus/carex_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vigue & Lindroth 2010,"Vigue LM, Lindroth RL (2010) Effects of genotype, elevated CO 2 and elevated O 3 on aspen phytochemistry and aspen leaf beetle Chrysomela crotchi performance. Agricultural and Forest Entomology",FACTS II FACE3_pt_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vogel et al., 1997","Vogel CS, Curtis PS, Thomas RB (1997) Growth and nitrogen accretion of dinitrogen-fixing alnus glutinosa (l) gaertn under elevated carbon dioxide. Plant Ecology, 130, 63-70.",MBS_alnus_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volder et al., 2007","Volder et al., 2007. Effects of elevated atmospheric CO2, cutting frequency, and differential day/night atmospheric warming on root growth and turnover of Phalaris swards. Global Change Biology 13, 1040-1052.",GES_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volder et al., 2007","Volder et al., 2007. Effects of elevated atmospheric CO2, cutting frequency, and differential day/night atmospheric warming on root growth and turnover of Phalaris swards. Global Change Biology 13, 1040-1052.",GES_cw1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volder et al., 2007","Volder et al., 2007. Effects of elevated atmospheric CO2, cutting frequency, and differential day/night atmospheric warming on root growth and turnover of Phalaris swards. Global Change Biology 13, 1040-1052.",GES_w1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
von Caemmerer et al. 2001,"von Caemmerer S, Ghannoum O, Conroy J, Clark H, Newton P (2001) Photosynthetic responses of temperate species to free air CO2 enrichment (FACE) in a grazed New Zealand pasture. Australian journal of plant physiology, 28, 439–450.",New Zealand FACE_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
von Caemmerer et al. 2001,"von Caemmerer S, Ghannoum O, Conroy J, Clark H, Newton P (2001) Photosynthetic responses of temperate species to free air CO2 enrichment (FACE) in a grazed New Zealand pasture. Australian journal of plant physiology, 28, 439–450.",New Zealand FACE_cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
von Caemmerer et al. 2001,"von Caemmerer S, Ghannoum O, Conroy J, Clark H, Newton P (2001) Photosynthetic responses of temperate species to free air CO2 enrichment (FACE) in a grazed New Zealand pasture. Australian journal of plant physiology, 28, 439–450.",New Zealand FACE_f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vose et al., 1995","Vose, J. M., K. J. Elliott, et al. (1995). ""Effects of Elevated CO2 and N Fertilization on Soil Respiration from Ponderosa Pine (Pinus ponderosa) in Open-Top Chambers."" Canadian Journal of Forest Research-Revue Canadienne De Recherche Forestiere 25: 1243-1251.",DRI_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vose et al., 1995","Vose, J. M., K. J. Elliott, et al. (1995). ""Effects of Elevated CO2 and N Fertilization on Soil Respiration from Ponderosa Pine (Pinus ponderosa) in Open-Top Chambers."" Canadian Journal of Forest Research-Revue Canadienne De Recherche Forestiere 25: 1243-1251.",DRI_cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vose et al., 1995","Vose, J. M., K. J. Elliott, et al. (1995). ""Effects of Elevated CO2 and N Fertilization on Soil Respiration from Ponderosa Pine (Pinus ponderosa) in Open-Top Chambers."" Canadian Journal of Forest Research-Revue Canadienne De Recherche Forestiere 25: 1243-1251.",DRI_cMf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker et al 2017,"Walker C, Armstrong R, Panozzo J, Partington D, Fitzgerald G (2017) Can nitrogen fertiliser maintain wheat (Triticum aestivum) grain protein concentration in an elevated CO2 environment? Soil Res 55:518–523",Horsham FACE15_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker et al 2017,"Walker C, Armstrong R, Panozzo J, Partington D, Fitzgerald G (2017) Can nitrogen fertiliser maintain wheat (Triticum aestivum) grain protein concentration in an elevated CO2 environment? Soil Res 55:518–523",Horsham FACE15_cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker et al 2017,"Walker C, Armstrong R, Panozzo J, Partington D, Fitzgerald G (2017) Can nitrogen fertiliser maintain wheat (Triticum aestivum) grain protein concentration in an elevated CO2 environment? Soil Res 55:518–523",Horsham FACE15_cf+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker et al 2017,"Walker C, Armstrong R, Panozzo J, Partington D, Fitzgerald G (2017) Can nitrogen fertiliser maintain wheat (Triticum aestivum) grain protein concentration in an elevated CO2 environment? Soil Res 55:518–523",Horsham FACE15_cf++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker et al 2017,"Walker C, Armstrong R, Panozzo J, Partington D, Fitzgerald G (2017) Can nitrogen fertiliser maintain wheat (Triticum aestivum) grain protein concentration in an elevated CO2 environment? Soil Res 55:518–523",Horsham FACE15_f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker et al 2017,"Walker C, Armstrong R, Panozzo J, Partington D, Fitzgerald G (2017) Can nitrogen fertiliser maintain wheat (Triticum aestivum) grain protein concentration in an elevated CO2 environment? Soil Res 55:518–523",Horsham FACE15_f+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker et al 2017,"Walker C, Armstrong R, Panozzo J, Partington D, Fitzgerald G (2017) Can nitrogen fertiliser maintain wheat (Triticum aestivum) grain protein concentration in an elevated CO2 environment? Soil Res 55:518–523",Horsham FACE15_f++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walker et al., 1997","Walker et al., 1997. Elevated atmospheric CO2 and soil N fertility effects on growth, mycorrhizal colonization, and xylem water potential of juvenile ponderosa pine in a field soil. Plant and Soil 195, 25-36.",DRI_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walker et al., 1997","Walker et al., 1997. Elevated atmospheric CO2 and soil N fertility effects on growth, mycorrhizal colonization, and xylem water potential of juvenile ponderosa pine in a field soil. Plant and Soil 195, 25-36.",DRI_cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walker et al., 1997","Walker et al., 1997. Elevated atmospheric CO2 and soil N fertility effects on growth, mycorrhizal colonization, and xylem water potential of juvenile ponderosa pine in a field soil. Plant and Soil 195, 25-36.",DRI_cMf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall et al., 2006","Wall, G.W., Garcia, R.L., Kimball, B.A., Hunsaker, D.J., Long, S.P., Osborne, C.P., Pinter, P.J., Jr., Hendrix, D.L., Wechsung, F., Wechsung, G., LaMorte, R.L., and Idso, S.B. Interactive effects of elevated CO2 and drought on wheat. Agronomy J. 98:354-381. 2006. doi: 10.2134/agronj2004.0089",MaricopaFACE_wheat_Sinclair_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall et al., 2006","Wall, G.W., Garcia, R.L., Kimball, B.A., Hunsaker, D.J., Long, S.P., Osborne, C.P., Pinter, P.J., Jr., Hendrix, D.L., Wechsung, F., Wechsung, G., LaMorte, R.L., and Idso, S.B.  Interactive effects of elevated CO2 and drought on wheat. Agronomy J. 98:354-381. 2006. doi: 10.2134/agronj2004.0089",MaricopaFACE_wheat_Sinclair_cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall et al., 2006","Wall, G.W., Garcia, R.L., Kimball, B.A., Hunsaker, D.J., Long, S.P., Osborne, C.P., Pinter, P.J., Jr., Hendrix, D.L., Wechsung, F., Wechsung, G., LaMorte, R.L., and Idso, S.B.  Interactive effects of elevated CO2 and drought on wheat. Agronomy J. 98:354-381. 2006. doi: 10.2134/agronj2004.0089",MaricopaFACE_wheat_Sinclair_cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall et al., 2006","Wall, G.W., Garcia, R.L., Kimball, B.A., Hunsaker, D.J., Long, S.P., Osborne, C.P., Pinter, P.J., Jr., Hendrix, D.L., Wechsung, F., Wechsung, G., LaMorte, R.L., and Idso, S.B.  Interactive effects of elevated CO2 and drought on wheat. Agronomy J. 98:354-381. 2006. doi: 10.2134/agronj2004.0089",MaricopaFACE_wheat_Sinclair_d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall et al., 2006","Wall, G.W., Garcia, R.L., Kimball, B.A., Hunsaker, D.J., Long, S.P., Osborne, C.P., Pinter, P.J., Jr., Hendrix, D.L., Wechsung, F., Wechsung, G., LaMorte, R.L., and Idso, S.B.  Interactive effects of elevated CO2 and drought on wheat. Agronomy J. 98:354-381. 2006. doi: 10.2134/agronj2004.0089",MaricopaFACE_wheat_Sinclair_f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall et al.,2001","Wall, G. W. (2001). Elevated atmospheric {CO}2 alleviates drought stress in wheat. Agriculture, Ecosystems & Environment, 87(3), 261–271. https://doi.org/10.1016/S0167-8809(01)00170-0",MaricopaFACE_wheat_92_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall et al.,2001","Wall, G. W. (2001). Elevated atmospheric {CO}2 alleviates drought stress in wheat. Agriculture, Ecosystems & Environment, 87(3), 261–271. https://doi.org/10.1016/S0167-8809(01)00170-0",MaricopaFACE_wheat_92_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
